"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:3WvZZA4jDDhywaA654Limt","Techno Journey Of An Outsider","spotify:artist:64gWw5SxxLZ4VbfDTDrdVi","Seraphim","spotify:album:2BCVgL78lcANSo9VafI6I3","Underground Cafe (Part 2)","spotify:artist:64gWw5SxxLZ4VbfDTDrdVi","Seraphim","2022-07-12","https://i.scdn.co/image/ab67616d0000b273775b2a98f361a7b8c5f2f211","1","6","495360","https://p.scdn.co/mp3-preview/7aca0f30b4889dd460e63094c9a152da8c82f81b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZN882232387","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5HzzzdZtHfBmpDJyFD0keg","Piayawa Laika Milal Ba Sakhi Re - Bhojpuri","spotify:artist:3C1BujBwDB1Voj0LVA4KNe","Chhotu Chhaliya","spotify:album:1ylWFzDybyFFQVXSrg64oS","Piayawa Laika Milal Ba Sakhi Re (Bhojpuri)","spotify:artist:3C1BujBwDB1Voj0LVA4KNe","Chhotu Chhaliya","2022-05-01","https://i.scdn.co/image/ab67616d0000b2738fb9d96f6c940d974c38d5b6","1","1","319947","https://p.scdn.co/mp3-preview/8f06f2d545554c6b4df35f3f0bd07800f3c609f6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INS7A2118503","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3oCCh2W7dAM3RJBJ4pCQtj","What Is It?, Pt. 2","spotify:artist:2wCt9obtxzlSNl7bZxyKYa","Wattsenglish","spotify:album:6qcpNpJkNwZ6CMDbM7AZsR","Wow! Yellow: English Songs for Kids, Vol. 1","spotify:artist:2wCt9obtxzlSNl7bZxyKYa","Wattsenglish","2013-09-01","https://i.scdn.co/image/ab67616d0000b27368aa376c9082f31556d6a0a7","1","7","79480","https://p.scdn.co/mp3-preview/2b8a6b2fe66fab13a929655ff1188989c7e066cf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","ushm91618182","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3wRE3wTpWmuFkhqpHjWHtN","Brokenhearted","spotify:artist:76GBqCLtNJpklhrhFapBzF","Chemeca Gant","spotify:album:1sVpV9Mgsy9W2cryZz5GBs","Poetry Of Life","spotify:artist:76GBqCLtNJpklhrhFapBzF","Chemeca Gant","2008-11-17","https://i.scdn.co/image/ab67616d0000b273ef6996dcf59540fc1d594760","1","26","55920","https://p.scdn.co/mp3-preview/b4271547279c25eec47dbdd3612684b00654c01e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ushm90866096","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:62C4kPxDDeRAMJ3lrkArOW","The Seed","spotify:artist:5BZKfcvebqDBkhJFB6zbnL","Claudiu Mirea","spotify:album:3wmh96ySrxp0fuuWEhLy0y","The Seed","spotify:artist:5BZKfcvebqDBkhJFB6zbnL","Claudiu Mirea","2020-06-21","https://i.scdn.co/image/ab67616d0000b2734bd0d0a4a33faa4edaba8a52","1","1","243252","","false","0","QZHN82054620","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:43QjzTZ0SPYc7JEOF66kGR","Kapitel 16: Kein guter Konsument - Über den Alltag in unserer Wegwerfgesellschaft - 2","spotify:artist:7usUzw1hEtjGgFeIgiwWYG","Michael Nast","spotify:album:7df3iOECQT4izAnegFk2Bp","Vom Sinn unseres Lebens (Und andere Missverständnisse zwischen Ost und West)","spotify:artist:7usUzw1hEtjGgFeIgiwWYG","Michael Nast","2021-08-23","https://i.scdn.co/image/ab67616d0000b2738a7ee99e6b13c33e6585476b","1","82","217460","https://p.scdn.co/mp3-preview/239cb24290b9c396bd32b1816874635d2909e6fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEPI82108631","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1z4zMpPsP9GtyHBY6emQec","Intro","spotify:artist:0pLhDRjvtq7MyviEsxODHK","Grace Wash","spotify:album:2pO6XDrR321vuFPa40Grxs","VITA DA CAMERIERA","spotify:artist:0pLhDRjvtq7MyviEsxODHK","Grace Wash","2024-05-12","https://i.scdn.co/image/ab67616d0000b273b50d0ba3fbfdefc1f63b90ca","1","1","80466","","false","0","SE6HN2403542","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6ESZbaC7Y1AwGDl9C08hOu","Subdued Oil Massage","spotify:artist:5FOSbchusEclKhIE2azom3","Relaxing Spa Music Bgm","spotify:album:0ztJzUtC0iqHsxLvTngsdi","Background Music for Herbal Compress","spotify:artist:5FOSbchusEclKhIE2azom3","Relaxing Spa Music Bgm","2021-11-14","https://i.scdn.co/image/ab67616d0000b273cc3ffd766523436edb9e2083","1","15","176007","","false","0","QZFQ56281784","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6p7BiRALAUsaBqqnNvAhNX","The Future - Original Mix","spotify:artist:5UR2p0CfAj66pt9vtOroLw","Who I Am","spotify:album:1bpDmOodgyCxxUd8pA5lre","The Future","spotify:artist:5UR2p0CfAj66pt9vtOroLw","Who I Am","2013-11-18","https://i.scdn.co/image/ab67616d0000b27393a090e9bdf180a8a4125493","1","1","430212","https://p.scdn.co/mp3-preview/373dfe2ac4362d318808d892c7993e7ca5f5d3d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USRPC1301075","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5WR3TDKVCg5bVZaZy1OIGJ","All That Glimmers","spotify:artist:1zEVzibIQih4hUcPEiVVXw","Lush & Lo-Fi","spotify:album:4QUlQcwZGyJRFRQqe98hW0","In The Light of The Moon","spotify:artist:1zEVzibIQih4hUcPEiVVXw","Lush & Lo-Fi","2023-01-27","https://i.scdn.co/image/ab67616d0000b273976e2fe097ce5fcc27a05bff","1","9","259000","https://p.scdn.co/mp3-preview/604ebcb4dd8c7fc0b8323e376016c1063683ce2a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZFYX2361763","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4HfTW5eOn5kpWyRG2ibDtF","Melodic Study Oasis by the Falls","spotify:artist:0FbAuzLCBZAnGbpvhgmFwD, spotify:artist:3PrCxVmKGfd9qxeM98ZAH9, spotify:artist:1quEVA2lCFYQUHbPxCzYYo","Waters of Deluge, Exam Study Nature Music Nature Sounds, Calm Music for Studying","spotify:album:1TAYLddKq5TgwBoFCDT5DR","Nature Sounds: Complete Waterfall Study Session","spotify:artist:0FbAuzLCBZAnGbpvhgmFwD, spotify:artist:3PrCxVmKGfd9qxeM98ZAH9, spotify:artist:1quEVA2lCFYQUHbPxCzYYo","Waters of Deluge, Exam Study Nature Music Nature Sounds, Calm Music for Studying","2023-06-01","https://i.scdn.co/image/ab67616d0000b273ee09446e7a3abc05f7394290","1","3","120000","","false","0","GBWUL2387562","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7aN296iCBJPg3UwyhPAnbp","Kokua ‒協力‒","spotify:artist:3XvevJ2QFlVuiBazyJI21X","Daichi Watanabe","spotify:album:0mbCfAxIGXIt4LDxrxRlri","Lealea","spotify:artist:3XvevJ2QFlVuiBazyJI21X","Daichi Watanabe","2013-07-31","https://i.scdn.co/image/ab67616d0000b27330e6b0a18a25662e58de9ce9","1","9","161173","","false","0","TCJPJ1941441","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1CO7M52yfTcuYCBYp0fJDf","Sasak Alur","spotify:artist:4Ni9e47jyBwB8WlJd9gkGd, spotify:artist:5XWgS3G9vj6lhJ3ldMwqNz","Rani Lupiani, Jamilah Adininggrat","spotify:album:2tqhKJ6eWhek6mF8HyEPMe","Pete Senine","spotify:artist:4Ni9e47jyBwB8WlJd9gkGd","Rani Lupiani","2023-03-27","https://i.scdn.co/image/ab67616d0000b273a18d6074e702e16c6829f0a4","1","20","419398","https://p.scdn.co/mp3-preview/f3271b51d374342ea2e57cbf375a36b31f58c60a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCAGZ2334239","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:35wWWnjdPHdnhp5YQMo037","Hold My Hand","spotify:artist:2g33Qw4PWbjsz0yfIKzyPN","Dikeola Ogunmola","spotify:album:6iR4MmKjCtEe7OUnHc0H0n","Hold My Hand","spotify:artist:2g33Qw4PWbjsz0yfIKzyPN","Dikeola Ogunmola","2022-11-02","https://i.scdn.co/image/ab67616d0000b2738b9661bbf82fbdd4ddc95c1d","1","1","177000","","false","0","IELOI2294858","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:78ty2SC6yJj8DzG5Na3dQt","Fall","spotify:artist:30PwQCXhr0U0ZNtODeMsae","MEIGOM","spotify:album:2cmM51foWx20YrCxEwHjaO","Fall","spotify:artist:30PwQCXhr0U0ZNtODeMsae","MEIGOM","2024-01-08","https://i.scdn.co/image/ab67616d0000b273425b2eb3c3e53227a3b5f0c7","1","1","99454","https://p.scdn.co/mp3-preview/a5e403ea53526e467a5bae320d06f4e964ff6450?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","BX0B52300028","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4ZjJuBw5geDUrUjyPBURbg","A Hypochondriac's Cure","spotify:artist:33Nxvq4XXA87HzmfbrQzqf","Ashley Holt","spotify:album:2kLFPc3sI9XjWH0VoPhCxr","Internal Combustion","spotify:artist:5XFFMvhkEYexabU1DDCqiH","Ashley Holt & Monica Wesley","2013-04-10","https://i.scdn.co/image/ab67616d0000b2730952138644153d7cb7bf599c","1","8","460153","https://p.scdn.co/mp3-preview/ce24229d443893083a87b67b9a18d6f55bdde8ba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","uscgj1370277","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2OlKzDjyklyXvQ32Kb1sKq","Voiceless","spotify:artist:4t5tXDynppgNyZAPD8XpzP","OKADA","spotify:album:0BZD125GAtD5a22wZtXEgm","The End of All Your Dreams: Volume 1","spotify:artist:4t5tXDynppgNyZAPD8XpzP","OKADA","2022-04-01","https://i.scdn.co/image/ab67616d0000b2732b532081282213fb32859e26","1","6","370000","","false","0","QZHN82242454","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6o7Yhk6PEqObnmNGERtsC5","Not Tie Dye","spotify:artist:0nx0e6B15f9T758Wbrb4Hb, spotify:artist:3fqkrs60kSkkRBJz6ogIds","LZ Youngen, T-MAK47","spotify:album:55rnT0Sy8LGRu6CULLZPeS","What Happens Past Midnight","spotify:artist:0nx0e6B15f9T758Wbrb4Hb, spotify:artist:3fqkrs60kSkkRBJz6ogIds","LZ Youngen, T-MAK47","2023-05-12","https://i.scdn.co/image/ab67616d0000b273eebc83efbf5a49b118a78790","1","3","174566","","true","0","QZK6M2337409","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1bElyR0dEav4T4UtgDxG7o","I Love You Lord","spotify:artist:56da65F4TVfQ0bnRV4YS7v","Ngozi Angel Ikechiuku","spotify:album:6sQUdpET5Z1tVvFefDSWvt","Devine Worship medley Volume 2","spotify:artist:56da65F4TVfQ0bnRV4YS7v","Ngozi Angel Ikechiuku","2023-12-25","https://i.scdn.co/image/ab67616d0000b27389986be4915f1f81b51f1515","1","1","322596","https://p.scdn.co/mp3-preview/0d21c132ccff3631f9d2bcd0c06109b2234f588d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZWFF2339309","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4Lgm9s1h2ujdHKMY8IEcQl","Try","spotify:artist:66By7thkLGz83YpbYXOUM0","Fearless Moral Inventory","spotify:album:17PGWWJa4zfvxIyih4lwXa","Fearless Moral Inventory","spotify:artist:66By7thkLGz83YpbYXOUM0","Fearless Moral Inventory","2017-03-03","https://i.scdn.co/image/ab67616d0000b273fc17fed0fbc057ce945479fd","1","7","160693","https://p.scdn.co/mp3-preview/5bdddf0d442b4a462088cb6320d6040199b08ec7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USLZJ1718530","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1Jxky3kKDE1L49KEKzAAfR","Capítulo 25.7 - El reino de los hombres sin amor","spotify:artist:7cTHrlSW8DpzBGl28d380u","Alfonso Mateo-Sagasta","spotify:album:5fV5O3ZnVQpLYCZ2eWbXCf","El reino de los hombres sin amor","spotify:artist:7cTHrlSW8DpzBGl28d380u","Alfonso Mateo-Sagasta","2019-07-05","https://i.scdn.co/image/ab67616d0000b273d6715f2a361b365a0718eaa9","1","218","185500","","false","0","DEXR11207824","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4wWfDPaXaiLJqjpyoSM9hw","Backdrop for Coffeehouses - Jazz Quartet","spotify:artist:7iLCf2KVueSdNcaG2cHbNq","Coffee Break Chill Waves","spotify:album:5tI4HyUPDqlW4PmmIxcglv","Soundscapes for Coffee Breaks","spotify:artist:7iLCf2KVueSdNcaG2cHbNq","Coffee Break Chill Waves","2019-11-10","https://i.scdn.co/image/ab67616d0000b273037378da40a5f83324f6a7a6","1","2","291456","","false","0","QZFQ51592670","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2Xr62m0RJQCdHrS5RlfN5D","Alpha Theta Kappa Phi","spotify:artist:7rOFSp7vwhVcmEHJH2pdN3","Songsworth","spotify:album:5gyK6tvq9srdXMoyvHwvaY","Land of Willow City of Steel","spotify:artist:7rOFSp7vwhVcmEHJH2pdN3","Songsworth","2010-02-23","https://i.scdn.co/image/ab67616d0000b2733331543b7eda1a195158ab90","1","1","352314","https://p.scdn.co/mp3-preview/2835629244fb914eef41e88af2c3650ffe404cf3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","FR6V81035359","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1DT6mUIlpN2btg1LklEgWs","Li'l Big Dots","spotify:artist:6Xh7hWOZio6I7COkRWhjUa, spotify:artist:1DAWLgfkMv9PmIAO5LMANR, spotify:artist:74HHqGie6FvaPk7Q69Q3rw, spotify:artist:2AycAJGzyL4t2dPoQDtyHa","Chloé Marsigny Sextet, Nina Fuchs, Pablo Contreras, Sarah Fouchenneret","spotify:album:33YmalLexQyHQ5Xlkq29Ks","Ten Seconds to Lift-Off, Vol. 2","spotify:artist:6Xh7hWOZio6I7COkRWhjUa","Chloé Marsigny Sextet","2024-05-10","https://i.scdn.co/image/ab67616d0000b2738249c216cf8c65c0334b387f","1","7","222666","https://p.scdn.co/mp3-preview/afee3aa74a7a7a05bd7e33cb46f84b362ff05c95?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","CHAAA2410222","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6lG5ecIuIgplbHZj2DZ1Ch","all the way","spotify:artist:3n2oOirz238SAaNcR4h0Ap","Marc Adrian","spotify:album:07g9SnihsdorQAi1fBVWSy","pinkmatter","spotify:artist:3n2oOirz238SAaNcR4h0Ap","Marc Adrian","2021-04-09","https://i.scdn.co/image/ab67616d0000b2730d31f30b490c06b788adc3f0","1","5","161619","https://p.scdn.co/mp3-preview/2ab1eb53ae07c3978a161b7fb1141539cc4dbdd5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZES82152289","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3GtnYlEPFqfg5hMIckNfO7","Chapter 5.10 - Ik leer Perzisch","spotify:artist:1nHYxrz5pIKHepXjULmrQF","JM Gardner","spotify:album:0B9p1V1TuuwRNluwABdM3o","Ik leer Perzisch (Luister, herhaal, spreek: taalleermethode)","spotify:artist:1nHYxrz5pIKHepXjULmrQF","JM Gardner","2019-01-01","https://i.scdn.co/image/ab67616d0000b2735b4caa9038ee884b6f972a57","1","61","314500","https://p.scdn.co/mp3-preview/239803070c0163b82bc6a191362f8abf5524e9dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEWI11347392","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3ojPvEF9ahB3ZxdyYRd9vQ","Nunca Es Tarde","spotify:artist:6sp59aEACYBrKvHC5qZ5Os","Javi Ex","spotify:album:6fZHXsn9TtzG3cOtImoKIx","Nunca Es Tarde","spotify:artist:6sp59aEACYBrKvHC5qZ5Os","Javi Ex","2024-05-23","https://i.scdn.co/image/ab67616d0000b273ba0776e5833ed028d228e187","1","1","201485","https://p.scdn.co/mp3-preview/5f0ec2ffff86003c00a8ece203ae93f5b9cd264d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZNJV2487833","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6Mgf2T3DCXPO9gJ7UUbvI4","Phagua Ke Lagu","spotify:artist:0Nhg5Su9ebIebR1PTTEjXj","Aatish Ujala","spotify:album:2yYFZKglOOLchZ1oCSLuR5","Phagua Ke Lagu","spotify:artist:0Nhg5Su9ebIebR1PTTEjXj","Aatish Ujala","2022-12-12","https://i.scdn.co/image/ab67616d0000b273cd6898db1ee3edb84eeb4198","1","1","161828","https://p.scdn.co/mp3-preview/2211a7fcbd60a02902fb9b88b63cdbacb026e50e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INS7A2302653","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3WXz8ygKXh5vbF6wOIZnaN","Sandeso","spotify:artist:46X00Pv0n9aGIkR9adzvgg","Aamir Ali","spotify:album:6RSSEzq0Fzq9VFt6wjjhio","Sandeso","spotify:artist:46X00Pv0n9aGIkR9adzvgg","Aamir Ali","2020-05-21","https://i.scdn.co/image/ab67616d0000b273e36d8c8bed52007f0be1cbe5","1","1","328170","https://p.scdn.co/mp3-preview/a2a315a86b98a88680bd34aca9b38f1c63e9405d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INY131901793","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0ZeNvBgtCAFtZn9Rcr0qUW","Month Chew","spotify:artist:1Is2gmcydPgg6AKpEDxXop","Michael Vida","spotify:album:59GtcHq06U0kGd5740pjlc","Month Chew","spotify:artist:1Is2gmcydPgg6AKpEDxXop","Michael Vida","2019-03-07","https://i.scdn.co/image/ab67616d0000b27362c90b01efe488f6e99b5a9e","1","1","120000","","false","0","IND381901106","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7IIenufkF8MBIEvovBwkkR","Chapter 31 - Remembering Shanghai","spotify:artist:3CdG78cQoP7VbIM15yaDEG, spotify:artist:62RLI989Fl6yC61ga2gDsf, spotify:artist:255l3tqlJQIshfzpyOqJVs","Isabel Sun Chao, Claire Chao, Rachel Yong","spotify:album:21f5EvaeBiK6M2VxMTePiG","Remembering Shanghai (Unabridged)","spotify:artist:3CdG78cQoP7VbIM15yaDEG, spotify:artist:62RLI989Fl6yC61ga2gDsf","Isabel Sun Chao, Claire Chao","2020-12-21","https://i.scdn.co/image/ab67616d0000b273481cce50da6e49fbf3763275","1","31","185875","","false","0","DEXO62077226","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7N2YGmLXpxNx2k5Prmt8rE","Throw Out A Life Line","spotify:artist:1QXsLOu7CR8JijloUP3n3p","Venita\, Adele & Rodney","spotify:album:0JCcxKuqvQwAKejdWio1kf","Gospel Songs - Country Style","spotify:artist:1QXsLOu7CR8JijloUP3n3p","Venita\, Adele & Rodney","1974","https://i.scdn.co/image/ab67616d0000b2730f69940de42b1847813f8daa","1","6","118693","https://p.scdn.co/mp3-preview/4061cda07b0c7e3dc3fa159b932f2bf548625051?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","IEFJB2300083","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0cV5ScI0Kbd4fSVN3AahLB","Часть 112.3 - Граф Монте-Кристо","spotify:artist:7LZ8uRYs605JTEZITJQ0zr","Александр Дюма","spotify:album:3FJ6czc9Vc7dIImzSX7rIT","Граф Монте-Кристо","spotify:artist:7LZ8uRYs605JTEZITJQ0zr","Александр Дюма","2020-05-25","https://i.scdn.co/image/ab67616d0000b273286f4c0483cc7e14e438e16a","1","915","212700","","false","0","DEXR12082697","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7tUgkkQcHBhqxjI3AEfA6Q","Frequency 9","spotify:artist:1qBYNcfpwmb1ensiLvWxEV","Mystic Bill","spotify:album:18QXkongQbUcFEd4TAAYZ9","The Lost Cassette Trax, Vol. 1","spotify:artist:1qBYNcfpwmb1ensiLvWxEV","Mystic Bill","2017-04-24","https://i.scdn.co/image/ab67616d0000b273ee40d10154a0408d57542226","1","1","424971","https://p.scdn.co/mp3-preview/e339121a9c5870534d7b5fd8d76fb7f085b7131d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBKQU1728670","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0nQ3xHiLFzvdxvgRT8aafl","EGO COCA","spotify:artist:7LYbwW1gpEV2zXiL3boSeW, spotify:artist:2MMl6BUqIMJYJ5nPml9pE4, spotify:artist:5C6enAmANBK1kvHhnVIw4h","Lisca, Narciso, Swanboi","spotify:album:0D8KWRhCoUlMkZTeKpbRry","EGOBOYS","spotify:artist:7LYbwW1gpEV2zXiL3boSeW","Lisca","2022-02-25","https://i.scdn.co/image/ab67616d0000b273e16dc1f3617b90cd8f53f69a","1","3","133216","https://p.scdn.co/mp3-preview/00ddc75f261991911017daa0831acf0c8b7fdb71?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZDA52250801","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0WpXurHLFnGS5ANKF1nVAW","Eine Geschichte für Ausgeglichenheit","spotify:artist:2gHMq4NnPC9Q2ZpxWvrND7, spotify:artist:6PzMbOsTVCfSNfxYqKiR2p, spotify:artist:7hCpk8fOVYHiv4be3BEngV","Meeresrauschen zum Chillen und Einschlafen, Naturgeräusche, Meeresrauschen","spotify:album:1jDBH10gNXVgpqkH1ApqU6","#1 Meeresrauschen ohne Musik zur Entspannung","spotify:artist:2gHMq4NnPC9Q2ZpxWvrND7, spotify:artist:6PzMbOsTVCfSNfxYqKiR2p, spotify:artist:7hCpk8fOVYHiv4be3BEngV","Meeresrauschen zum Chillen und Einschlafen, Naturgeräusche, Meeresrauschen","2023-12-14","https://i.scdn.co/image/ab67616d0000b273c022686a77aaf35572c4d17c","1","25","96786","","false","0","DE1C12310009","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3WuZd73Csogzz5dPcheSfx","Uplifting After Work","spotify:artist:1wipgddkIAtUrYBrdQkGXl","Night Time Jazz Rhythms","spotify:album:1vDCBH3Y3GZS7AcnujyFal","Music for Going Home - Trumpet and Alto Sax","spotify:artist:1wipgddkIAtUrYBrdQkGXl","Night Time Jazz Rhythms","2021-09-08","https://i.scdn.co/image/ab67616d0000b27335dfac2171bd1e4c2694dd27","1","6","107833","","false","0","QZRCW1378965","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4EP7Yy4cb6KvvWEnuB1fXq","Stars","spotify:artist:4jdXf03qDxwe4Gk4i27EfM, spotify:artist:0HgPkMESYwqhfUptUIFOt7, spotify:artist:5Xnn2pGjubRrndTY3NBRav","Graf Fidi, Kevin Flemming, Verena Bonnkirch","spotify:album:1NIGrzAN47misasQnCCN5i","Stars","spotify:artist:4jdXf03qDxwe4Gk4i27EfM, spotify:artist:0HgPkMESYwqhfUptUIFOt7, spotify:artist:5Xnn2pGjubRrndTY3NBRav","Graf Fidi, Kevin Flemming, Verena Bonnkirch","2023-09-08","https://i.scdn.co/image/ab67616d0000b27387262657f8fa70414477390a","1","1","188095","https://p.scdn.co/mp3-preview/3882cdaa597ce0737f1595368d4cb63720572a2d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEZC62366161","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:53Od4PaBNJRU38X3uHXv4Y","Musica de Fondo Educado","spotify:artist:7BNkleL4PeVXoXQH6XM2ta","Hermoso Cocinando Música","spotify:album:53BMTx7HBZzb0BLwAPRsBP","Cocinar en Casa Fabuloso","spotify:artist:7BNkleL4PeVXoXQH6XM2ta","Hermoso Cocinando Música","2020-10-02","https://i.scdn.co/image/ab67616d0000b27371c74f04ce8224dc97b54df7","1","8","134582","","false","0","UKCGH0088897","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3g96cuRhRUwKPTuaZF4hc7","Echoes of Tao","spotify:artist:1Bxr0zV0bUP0Nj3sC1iNOp","Chinese Ambient","spotify:album:4vbhLttOls6WVjA7BMT547","Ambient Flows of the Orient","spotify:artist:1Bxr0zV0bUP0Nj3sC1iNOp","Chinese Ambient","2023-10-07","https://i.scdn.co/image/ab67616d0000b273a2197ab0c63e4ff60d7f8998","1","5","191955","https://p.scdn.co/mp3-preview/e3e0c38c4886ccc02386e134c57a36ba787e8c22?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","PL52J2358386","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3jOCEWFJ0F7HJIhiG7HWZu","Kapitel 26.13 & Kapitel 27.1 - Gelato con Panna","spotify:artist:5ry4DMwXeQrdV3I8pFaTVa","Adi Mira Michaels","spotify:album:2E4z1BpcQkscGwRx9HSMuH","Gelato con Panna (Sieben plus Eins macht Sieben. Schwule erotische Geschichte, V5)","spotify:artist:5ry4DMwXeQrdV3I8pFaTVa","Adi Mira Michaels","2014-02-15","https://i.scdn.co/image/ab67616d0000b273cfc3f9755233849d35fde152","1","282","186566","https://p.scdn.co/mp3-preview/b52de3489770b8dc95a241a9d7435104812cef59?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEWM20944065","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:66GIYCDYShdmkplVxsNsoo","We Are in Four","spotify:artist:6SyGtXkzAZUKDARIodXdjx","Sunday Bath","spotify:album:058iSduwO7CXuSxFa4DWzo","Faces","spotify:artist:6SyGtXkzAZUKDARIodXdjx","Sunday Bath","2019-01-25","https://i.scdn.co/image/ab67616d0000b273ae0bb54a1a82c953430db3dd","1","14","182373","https://p.scdn.co/mp3-preview/9d79ee79880b79e4f380254948a6b75da4724548?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZ4JJ1985493","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4OyNZIkQgvafjcPSz3MGXs","Gokul Me Maina Jau","spotify:artist:6o5oNjyqyGj06PnJzTAv9U","Kavita Day","spotify:album:2GVqEmzrqtI50pYJPJSVje","Krishan Bhajan","spotify:artist:7gWj0vnfYeujEIp4Ik1Mt2","Santram Banjara","2016-08-12","https://i.scdn.co/image/ab67616d0000b2733c168312739f1a4b7f30debf","1","4","325355","","false","0","INS231651915","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
